type,latitude_deg,longitude_deg
heliport,40.73059844970703,-82.80159759521484
small_airport,35.29449844360352,-98.6364974975586
small_airport,43.119300842285156,-121.04499816894531
heliport,40.65560150146485,-80.0509033203125
small_airport,40.93059921264648,-77.73889923095703
small_airport,41.59590148925781,-76.02960205078125
small_airport,35.032100677490234,-81.25279998779297
heliport,32.694198608398445,-97.11579895019531
small_airport,32.737598419189446,-96.4280014038086
small_airport,34.995899200439446,-89.73059844970703
heliport,32.728500366210945,-97.32450103759766
small_airport,32.38759994506836,-96.87750244140624
small_airport,38.851600646972656,-115.63400268554688
small_airport,38.30830001831055,-109.39600372314452
small_airport,39.125,-77.9250030518
heliport,46.66320037841797,-123.81199645996094
small_airport,44.0099983215332,-90.38919830322266
heliport,48.2134017944336,-122.68499755859376
heliport,47.518178000000006,-122.210908
small_airport,44.34719848632813,-104.81099700927734
heliport,30.007222,-97.85333299999999
heliport,32.020198822021484,-95.74549865722656
small_airport,61.87689971923828,-150.09800720214844
small_airport,30.37150001525879,-87.76439666748047
small_airport,34.8224449158,-92.4444198608
small_airport,32.376399993896484,-109.93699645996094
heliport,33.58250045776367,-118.12899780273438
small_airport,34.129600524902344,-90.52400207519531
small_airport,34.76110076904297,-119.05899810791016
small_airport,37.64329910279999,-106.04699707
heliport,41.91960144042969,-72.44450378417969
small_airport,28.52669906616211,-81.87480163574219
small_airport,30.642778000000003,-86.123889
small_airport,34.202598571777344,-83.42900085449219
small_airport,34.17530059814453,-84.92440032958984
heliport,21.36199951171875,-157.9510040283203
heliport,42.05609893798828,-93.87799835205078
small_airport,44.55550003051758,-115.30500030517578
small_airport,40.06230163574219,-86.21050262451172
small_airport,40.208900451660156,-85.54080200195312
heliport,42.274600982666016,-87.9572982788086
small_airport,39.22219848632813,-96.0552978515625
heliport,38.18339920043945,-84.89990234375
heliport,32.531299591064446,-93.6602020263672
heliport,30.14830017089844,-91.91899871826172
heliport,41.41960144042969,-70.927001953125
small_airport,43.53730010986328,-70.92939758300781
small_airport,43.15710067749024,-85.14849853515625
small_airport,48.68330001831055,-96.19200134277344
small_airport,39.04999923706055,-91.03350067138672
small_airport,34.100101470947266,-90.8468017578125
small_airport,47.23740005493164,-111.74199676513672
small_airport,36.65420150756836,-93.79740142822266
heliport,35.541111,-80.597778
small_airport,41.074501037597656,-96.90450286865234
seaplane_base,44.65710067749024,-71.21910095214844
heliport,40.55730056762695,-74.46710205078125
small_airport,41.30329895019531,-118.5979995727539
heliport,43.13259887695313,-75.65550231933594
small_airport,41.37639999389648,-83.08329772949219
small_airport,41.80199813842773,-80.56539916992188
heliport,35.45840072631836,-97.52529907226562
small_airport,45.68149948120117,-121.31600189208984
heliport,40.40359878540039,-77.55660247802734
heliport,40.43830108642578,-79.7699966430664
heliport,40.06959915161133,-75.4552001953125
small_airport,18.45330047607422,-66.36689758300781
small_airport,41.90060043334961,-77.23030090332031
small_airport,32.758499145507805,-81.22480010986328
small_airport,45.76910018920898,-112.98200225830078
heliport,28.721399307250977,-95.8738021850586
heliport,32.395401000976555,-96.86419677734376
small_airport,35.780601501464844,-86.58419799804688
heliport,32.74760055541992,-97.37000274658205
small_airport,33.3704032898,-101.92288208
small_airport,41.36629867553711,-113.84300231933594
small_airport,38.43569946289063,-77.8572006225586
heliport,36.63880157470703,-82.11669921875
small_airport,47.15230178833008,-122.09400177001952
small_airport,45.031898498535156,-92.65579986572266
small_airport,48.74580001831055,-119.31900024414062
small_airport,30.1476993560791,-97.66280364990234
seaplane_base,60.72722244262695,-151.13278198242188
heliport,34.6624984741,-86.047203064
heliport,34.357601165771484,-92.78849792480469
small_airport,31.43339920043945,-110.08399963378906
heliport,32.779484000000004,-117.006952
small_airport,40.2125015259,-104.744003296
small_airport,27.35309982299805,-81.40809631347656
small_airport,30.828800201416016,-85.73100280761719
heliport,26.68370056152344,-80.18730163574219
small_airport,39.64419937133789,-83.01820373535156
small_airport,41.58190155029297,-92.4613037109375
small_airport,44.7943000793457,-116.53299713134766
small_airport,37.962001800500005,-87.77890014649999
small_airport,41.40230178833008,-87.81670379638672
small_airport,40.18000030517578,-86.01249694824219
heliport,38.90499877929688,-90.17340087890624
heliport,39.86470031738281,-95.26409912109376
small_airport,37.79169845581055,-87.54139709472656
heliport,30.19960021972656,-91.12789916992188
heliport,32.15900039672852,-91.70800018310548
seaplane_base,44.320899963378906,-69.88950347900389
small_airport,42.39310073852539,-72.552001953125
heliport,39.522499084472656,-76.32669830322266
small_airport,44.08420181274414,-70.6272964477539
heliport,43.55089950561523,-83.86219787597656
small_airport,43.62519836425781,-95.22470092773438
small_airport,37.884498596191406,-93.13159942626952
heliport,32.318801879882805,-90.8832015991211
small_airport,47.27080154418945,-111.72200012207031
small_airport,38.4925003052,-94.41249847410002
small_airport,11.222000000000001,169.852005
small_airport,34.10430145263672,-77.9041976928711
small_airport,48.62639999389648,-97.8290023803711
small_airport,41.5463981628418,-99.3311996459961
heliport,42.81539916992188,-71.12439727783203
heliport,40.668701171875,-74.41069793701199
small_airport,40.58440017700195,-115.2979965209961
small_airport,40.95840072631836,-72.716796875
small_airport,41.418399810791016,-83.01740264892578
heliport,41.4208984375,-81.59980010986328
small_airport,36.04119873046875,-96.1613998413086
small_airport,45.85540008544922,-117.48400115966795
heliport,40.162899017333984,-75.4656982421875
heliport,41.066860999999996,-76.180806
small_airport,40.849998474121094,-77.90560150146484
small_airport,45.40179824829102,-122.22899627685548
heliport,33.865001678466804,-78.66190338134766
small_airport,30.262699127197266,-96.5001983642578
small_airport,27.491100311279297,-98.66950225830078
heliport,35.92250061035156,-83.57939910888672
heliport,31.45989990234375,-100.43800354003906
heliport,29.581600189208984,-95.30719757080078
small_airport,37.12080001831055,-109.98600006103516
closed,38.66460037231445,-77.57969665527344
small_airport,47.40819931030274,-117.37200164794922
small_airport,44.02750015258789,-88.88089752197266
small_airport,45.875,-120.66999816894531
small_airport,31.318099975585934,-100.75399780273438
heliport,33.62639999,-85.96720123
heliport,34.57400131225586,-92.58290100097656
small_airport,36.15420150756836,-109.5510025024414
small_airport,34.563899993896484,-117.6750030517578
small_airport,33.08169937133789,-116.44100189208984
heliport,41.75510025024414,-73.05239868164062
small_airport,32.098800659179695,-98.52529907226562
small_airport,25.55870056152344,-80.51509857177734
small_airport,29.23940086364746,-81.22200012207031
small_airport,39.91120147705078,-83.18879699707031
small_airport,41.08829879760742,-92.05460357666016
small_airport,43.87770080566406,-116.53700256347656
small_airport,41.13059997558594,-84.99410247802734
small_airport,40.6375007629,-89.0070037842
seaplane_base,41.701389,-85.113056
small_airport,40.1786003112793,-88.56900024414062
heliport,38.97890090942383,-95.2197036743164
small_airport,37.135101318359375,-85.78939819335938
heliport,30.051111,-90.70222199999999
small_airport,42.13610076904297,-88.28759765625
heliport,30.44610023498535,-91.10530090332031
closed,42.8097991943,-71.13919830319999
heliport,39.51810073852539,-75.82140350341797
small_airport,44.66669845581055,-69.89389801025389
small_airport,42.53450012207031,-84.62830352783203
small_airport,47.985801696777344,-94.68689727783205
small_airport,39.30120086669922,-91.45149993896484
small_airport,32.9396018982,-90.8373031616
small_airport,47.137497777799986,-106.488095
heliport,35.739200591999996,-78.7822036743
small_airport,41.159999847399995,-101.29900360100001
small_airport,39.5968017578,-75.2334976196
small_airport,35.7555007935,-115.665000916
small_airport,42.262298584,-73.6961975098
heliport,45.530833,-123.08555600000001
small_airport,41.2476997375,-81.10070037839998
heliport,36.1152992249,-97.07949829100001
small_airport,44.7499008179,-120.20099639899999
heliport,39.87929916379999,-75.2287979126
heliport,40.0306619,-75.63020999999999
heliport,34.840599060100004,-82.60690307620001
heliport,30.2710416667,-97.7446975708
heliport,29.700199127199998,-95.38739776610001
small_airport,36.1833000183,-82.67890167239999
heliport,30.553499221800003,-97.6061019897
small_airport,31.7322006226,-97.36889648440001
small_airport,37.0083007812,-110.794998169
small_airport,38.0990833,-106.1743889
heliport,36.898,-82.07799999999999
small_airport,37.7144012451,-77.21179962160002
small_airport,44.4011001587,-72.26360321039998
small_airport,46.022800445600005,-92.89540100100001
small_airport,47.5817985535,-117.43699646
small_airport,42.523399353,-88.01670074459999
small_airport,46.963889,-119.641667
heliport,39.6536111111,-79.9561111111
heliport,32.5820999146,-97.1425018311
small_airport,61.66830063,-149.18800349999998
heliport,31.2311992645,-85.64969635010002
small_airport,36.000633,-93.57025
heliport,32.682800293,-114.634002686
seaplane_base,47.15890121459999,-67.9319992065
heliport,34.137798309299995,-118.71399688700001
small_airport,38.6106987,-122.39099884
small_airport,40.2149839,-104.98442279999999
heliport,41.773700714099995,-73.1162033081
small_airport,30.91889953613281,-86.21829986572266
heliport,25.960899353027344,-80.13919830322266
small_airport,26.52309989929199,-81.4083023071289
small_airport,32.071399688720696,-84.71440124511719
small_airport,43.13750076293945,-93.06829833984376
small_airport,45.914100646972656,-114.83599853515624
small_airport,41.02870178222656,-84.99720001220703
small_airport,41.156700134277344,-88.0167007446289
small_airport,39.641998291015625,-86.50420379638672
small_airport,39.72589874267578,-89.26399993896484
small_airport,37.26620101928711,-95.95919799804688
small_airport,37.53689957,-84.40720367
small_airport,32.26530075073242,-91.6977996826172
heliport,41.7489013671875,-87.93509674072266
small_airport,31.252199172973636,-92.47579956054688
heliport,34.71969985961914,-97.21399688720705
heliport,42.691200256347656,-70.91230010986328
small_airport,39.250099182128906,-76.2052001953125
small_airport,44.65700149536133,-67.55919647216797
heliport,36.4297981262207,-89.68009948730469
heliport,32.31890106201172,-90.16809844970705
heliport,34.00809860229492,-78.29109954833984
small_airport,41.7221984863,-98.30899810790001
heliport,42.92390060424805,-70.95140075683594
heliport,40.7140007019043,-74.03150177001953
heliport,43.55199813842773,-76.09020233154297
small_airport,41.28839874267578,-81.96260070800781
small_airport,35.85340118408203,-97.56749725341795
small_airport,45.44150161743164,-117.35099792480469
heliport,39.95479965209961,-75.1781997680664
heliport,40.30009841918945,-76.85800170898438
small_airport,40.142799377441406,-77.86190032958984
small_airport,45.85150146484375,-123.24199676513672
small_airport,29.80909919738769,-96.26509857177734
small_airport,30.72209930419922,-97.79139709472656
closed,35.55699920654297,-89.55290222167969
small_airport,33.12929916381836,-97.3585968017578
small_airport,32.129199981689446,-97.4041976928711
small_airport,37.03329849243164,-110.31700134277344
small_airport,37.41109848022461,-105.552001953125
small_airport,37.22420120239258,-78.4186019897461
heliport,45.01330184936523,-73.08670043945312
heliport,47.64820098876953,-117.41400146484376
small_airport,42.651100158691406,-88.74590301513672
small_airport,48.702222,-118.0475
small_airport,33.079299926757805,-91.54319763183594
small_airport,46.30379867553711,-95.4394989013672
small_airport,61.627618999999996,-149.575331
heliport,31.38839912414551,-85.97239685058594
small_airport,35.54449844360352,-92.18489837646484
heliport,33.28580093383789,-111.75299835205078
seaplane_base,44.9070014954,-68.80500030520001
heliport,34.870800018310554,-116.83399963378906
heliport,35.15719985961914,-118.28900146484376
small_airport,37.38750076293945,-103.69100189208984
small_airport,26.90839958190918,-80.32890319824219
small_airport,28.641700744628906,-81.88500213623047
heliport,27.953399658203125,-82.8042984008789
heliport,33.75339889526367,-84.16210174560547
seaplane_base,38.43339920043945,-86.69110107421875
small_airport,41.841400146484375,-91.83429718017578
small_airport,43.46269989013672,-116.35900115966795
small_airport,41.5994987487793,-88.86990356445312
small_airport,39.282798767089844,-87.30359649658203
small_airport,40.5463981628418,-91.27429962158205
heliport,37.69580078125,-97.37249755859376
heliport,37.5259017944336,-83.34519958496094
heliport,29.84600067138672,-90.02780151367188
heliport,41.87360000610352,-88.49690246582031
heliport,30.70789909362793,-91.32019805908205
heliport,42.69060134887695,-71.60900115966797
heliport,39.29140090942383,-76.54630279541016
heliport,42.2510986328125,-84.39140319824219
small_airport,47.6519012451,-92.4167022705
small_airport,39.23059844970703,-94.8043975830078
small_airport,48.55830001831055,-112.10900115966795
small_airport,41.43199920654297,-74.3916015625
small_airport,34.827499389648445,-78.9302978515625
small_airport,46.7489013671875,-101.66899871826172
heliport,40.68000030517578,-95.86170196533205
small_airport,42.92839813232422,-70.97309875488281
heliport,39.9500999451,-74.99960327149999
small_airport,42.84280014038086,-76.44529724121094
heliport,41.11479949951172,-80.65699768066406
small_airport,41.50979995727539,-80.59120178222656
small_airport,39.73479843139648,-84.3822021484375
heliport,36.54169845581055,-94.83360290527344
small_airport,45.4650993347168,-123.08000183105469
small_airport,42.008399963378906,-78.25810241699219
heliport,40.382733,-76.772533
heliport,40.40230178833008,-79.92130279541016
small_airport,29.9419002532959,-96.24610137939452
small_airport,37.583900451660156,-97.25309753417969
small_airport,30.90850067138672,-97.1168975830078
small_airport,30.312700271606445,-95.0269012451172
small_airport,35.69729995727539,-86.95690155029297
small_airport,32.12070083618164,-96.1791000366211
small_airport,30.057600021362305,-95.81289672851562
small_airport,38.249000549316406,-78.85530090332031
heliport,47.68629837036133,-117.197998046875
small_airport,45.66270065307617,-92.45020294189452
small_airport,46.92499923706055,-122.5530014038086
small_airport,33.32469940185547,-97.04419708251952
small_airport,45.83000183105469,-96.1605987548828
small_airport,61.695963899999995,-149.9549028
heliport,31.125200271606445,-85.9791030883789
small_airport,35.19449996948242,-92.80020141601562
closed,33.566699981689446,-112.06900024414062
small_airport,44.448001861572266,-68.5697021484375
heliport,35.138900756835945,-119.45099639892578
small_airport,39.49769973754883,-121.77100372314452
small_airport,39.26359939575195,-104.427001953125
closed,41.45289993286133,-72.24960327148438
small_airport,43.06449890136719,-82.72380065917969
small_airport,25.325399398804002,-80.274803161621
small_airport,30.417999267578125,-83.28379821777344
heliport,26.60540008544922,-81.8594970703125
small_airport,33.674999237060554,-83.76309967041016
seaplane_base,39.05870056152344,-86.44609832763672
small_airport,42.2781982421875,-113.30500030517578
heliport,39.01060104370117,-85.64080047607422
small_airport,39.57369995117188,-85.91390228271484
small_airport,41.1125984192,-98.0516967773
small_airport,37.73419952392578,-96.93669891357422
small_airport,38.08060073852539,-85.69329833984375
heliport,29.93709945678711,-90.18370056152344
heliport,32.518100738499996,-91.98899841309999
heliport,41.91699981689453,-70.70950317382812
small_airport,39.608299255371094,-77.0519027709961
heliport,43.73830032348633,-70.33920288085939
small_airport,43.864200592041016,-85.0239028930664
small_airport,44.05500030517578,-95.90950012207031
small_airport,38.650001525878906,-93.6168975830078
small_airport,48.42110061645508,-106.52799987792969
small_airport,40.01679992675781,-77.00389862060547
small_airport,34.83319854736328,-80.7511978149414
seaplane_base,43.17559814453125,-72.06390380859375
heliport,40.79180145263672,-73.99539947509766
heliport,42.66640090942383,-74.76499938964844
heliport,39.93730163574219,-81.68350219726562
small_airport,34.633399963378906,-99.03369903564452
small_airport,45.42179870605469,-122.62000274658205
small_airport,40.998889,-78.12527800000001
small_airport,39.77280044555664,-99.36009979248048
small_airport,29.24049949645996,-95.3447036743164
small_airport,27.721099853515625,-97.51280212402344
small_airport,35.56859970092773,-84.24109649658203
small_airport,30.625,-97.5727996826172
heliport,33.18399810791016,-96.447998046875
small_airport,41.716666700000005,-112.44722220000001
small_airport,36.81959915161133,-78.78309631347656
small_airport,44.44720077514648,-72.91470336914062
heliport,47.65179824829102,-117.4250030517578
small_airport,42.96530151367188,-88.3915023803711
heliport,32.542198181152344,-97.3917007446289
small_airport,46.95550155639648,-93.5969009399414
small_airport,61.569639,-149.724439
heliport,35.141944,-90.19
heliport,33.41740036010742,-111.83699798583984
small_airport,44.0,-69.88710021972656
heliport,38.69490051269531,-120.8270034790039
small_airport,37.85960006713867,-120.5540008544922
heliport,36.172031,-119.30618100000001
small_airport,38.73249816894531,-104.04100036621094
seaplane_base,41.89599990844727,-73.09310150146484
small_airport,34.53179931640625,-96.23310089111328
small_airport,26.57979965209961,-81.48370361328125
small_airport,27.363100051879886,-80.77279663085938
small_airport,27.08449935913086,-81.32869720458984
heliport,40.11090087890625,-81.52619934082031
small_airport,31.425800323486328,-81.28589630126953
small_airport,43.56930160522461,-116.7770004272461
heliport,41.64590072631836,-85.42639923095703
small_airport,41.57699966430664,-89.79399871826172
seaplane_base,41.223056,-85.830556
small_airport,37.9777984619,-89.20290374759999
small_airport,39.03469848632813,-97.58000183105469
small_airport,36.972599029541016,-84.6260986328125
heliport,29.952999114990234,-90.18260192871094
small_airport,41.07529830932617,-88.48919677734375
small_airport,30.403600692749023,-92.02359771728516
small_airport,42.29399871826172,-71.49620056152344
heliport,39.38830184936523,-76.61000061035156
small_airport,44.81420135498047,-70.34529876708984
heliport,42.73419952,-84.53659821
seaplane_base,47.66939926147461,-93.0543975830078
small_airport,37.395599365234375,-94.28379821777344
small_airport,34.66220093,-89.86830139
small_airport,47.06389999389648,-108.81700134277344
small_airport,40.29180145263672,-76.32879638671875
small_airport,36.06760025024414,-80.4655990600586
small_airport,47.32310104370117,-102.0979995727539
small_airport,42.43170166015625,-97.07949829101562
heliport,44.0612983704,-71.1358032227
heliport,40.76259994506836,-74.30400085449219
small_airport,41.36809921264648,-74.50559997558594
small_airport,41.29169845581055,-80.5636978149414
small_airport,34.93149948120117,-95.25830078125
small_airport,42.839298248291016,-121.11699676513672
heliport,41.05839920043945,-75.49960327148438
heliport,40.0458984375,-76.28079986572266
small_airport,41.48949813842773,-71.62059783935547
heliport,29.95190048217773,-98.22450256347656
small_airport,29.9759998322,-98.74359893799999
small_airport,26.887800216674805,-98.5072021484375
small_airport,32.858200073242195,-97.74749755859376
small_airport,41.51570129394531,-115.86000061035156
small_airport,37.55400085449219,-79.74980163574219
heliport,47.57429885864258,-122.5479965209961
closed,43.04359817504883,-90.3551025390625
small_airport,29.10810089111328,-95.77749633789062
small_airport,61.589361,-149.84733300000002
heliport,33.27320098876953,-93.23989868164062
small_airport,31.92530059814453,-110.03800201416016
heliport,36.20554,-121.132503
small_airport,39.11380004882813,-121.05699920654295
heliport,36.182556,-119.313572
small_airport,38.05559921264648,-103.65299987792969
small_airport,27.2455997467041,-81.41310119628906
small_airport,28.671100616455078,-82.0873031616211
small_airport,27.055599212646484,-81.97059631347656
small_airport,31.11129951477051,-83.68409729003906
seaplane_base,48.60580062866211,-93.37079620361328
small_airport,41.74580001831055,-92.4093017578125
small_airport,45.10390090942383,-114.8550033569336
small_airport,38.44729995727539,-86.44499969482422
heliport,41.536399841308594,-88.05259704589844
small_airport,41.12089920043945,-85.42500305175781
heliport,42.26499938964844,-89.07430267333984
small_airport,38.70700073242188,-95.13829803466795
heliport,38.23899841308594,-85.63939666748047
heliport,29.123300552368164,-90.20169830322266
small_airport,42.46810150146485,-88.74320220947266
heliport,30.82439994812012,-91.38459777832031
small_airport,42.304298400878906,-71.50589752197266
small_airport,43.34080123901367,-70.85469818115234
heliport,42.708099365234375,-84.56079864501953
small_airport,44.77999877929688,-95.6635971069336
small_airport,37.37839889526367,-93.36329650878906
small_airport,41.83259963989258,-73.8759994506836
small_airport,35.32929992675781,-79.02999877929688
small_airport,41.33330154418945,-96.193603515625
heliport,40.65370178222656,-74.6865005493164
heliport,41.92890167236328,-74.04889678955078
small_airport,36.35449981689453,-95.86389923095705
heliport,45.587235,-121.163827
small_airport,40.82699966430664,-77.98809814453125
heliport,40.5620002746582,-75.1427001953125
small_airport,48.84090042114258,-117.28399658203124
small_airport,33.282100677490234,-97.49700164794922
small_airport,32.266799926757805,-97.86699676513672
heliport,35.94169998168945,-83.94400024414062
small_airport,29.48240089416504,-103.16500091552734
small_airport,30.73909950256348,-102.02400207519531
small_airport,36.97650146484375,-80.493896484375
heliport,38.09080123901367,-78.98500061035156
heliport,38.86869812011719,-77.00749969482422
heliport,47.71039962768555,-117.40699768066406
small_airport,44.00360107421875,-91.30760192871094
heliport,29.433000564575195,-98.49220275878906
seaplane_base,44.81660079956055,-93.0155029296875
small_airport,61.934601,-162.899994
small_airport,64.39250183105469,-146.86199951171875
small_airport,61.61690139770508,-149.32200622558594
small_airport,61.725556000000005,-150.67861100000002
small_airport,62.0359001159668,-150.49400329589844
small_airport,61.35649871826172,-142.73300170898438
small_airport,61.80339813232422,-147.94400024414062
small_airport,59.776100158691406,-150.95899963378906
heliport,64.89579772949219,-147.4969940185547
small_airport,61.33259963989258,-150.0590057373047
heliport,34.688400268554695,-86.58889770507812
small_airport,30.44389915466309,-87.65689849853516
heliport,33.275001525878906,-85.83329772949219
heliport,31.430599212646484,-86.94029998779297
heliport,34.4407997131,-85.756401062
small_airport,31.03219985961914,-87.25279998779297
heliport,31.127199172973636,-87.07330322265625
heliport,34.00830078125,-85.96530151367188
heliport,33.46390151977539,-86.77310180664062
small_airport,34.84999847412109,-87.63249969482422
heliport,36.18149948120117,-94.13710021972656
small_airport,35.09469985961914,-93.2020034790039
small_airport,35.26679992675781,-90.35009765625
small_airport,35.89899826049805,-93.26100158691406
heliport,36.407901763916016,-94.45690155029295
heliport,35.83620071411133,-90.70179748535156
heliport,34.48149871826172,-93.03099822998048
small_airport,33.95009994506836,-91.1811981201172
heliport,33.95009994506836,-93.8520965576172
heliport,36.40010070800781,-93.74349975585938
heliport,33.481300354003906,-112.04000091552734
small_airport,32.300899505615234,-111.3239974975586
small_airport,33.778099060058594,-113.64199829101562
small_airport,32.9822998046875,-112.28700256347656
small_airport,33.86589813232422,-112.60299682617188
heliport,33.4817008972,-112.077003479
heliport,33.44369888305664,-111.96299743652344
small_airport,44.76369857788086,-68.76779937744139
small_airport,44.1166992188,-72.8271026611
small_airport,39.48780059814453,-94.78050231933594
small_airport,41.77090072631836,-88.70339965820312
small_airport,43.57640075683594,-85.28060150146484
small_airport,41.52199935913086,-89.13259887695312
small_airport,41.51950073242188,-88.60559844970703
heliport,40.63819885253906,-74.97570037841797
heliport,33.923301696777344,-118.24199676513672
closed,34.9883003235,-120.458000183
heliport,34.04919815063477,-118.45600128173828
small_airport,34.587501525878906,-120.01300048828124
small_airport,34.62220001220703,-120.06500244140624
small_airport,33.14310073852539,-116.74500274658205
small_airport,32.749444399999994,-116.0161111
heliport,33.7569999695,-118.08799743700001
small_airport,33.4277992249,-116.84300231899999
small_airport,35.5950012207,-120.33899688700001
heliport,38.7407989502,-108.05200195299999
heliport,40.2610917,-103.79633890000001
small_airport,38.652500152600005,-104.23400116
heliport,40.3479995728,-104.52799987799999
heliport,40.1463012695,-104.887001038
small_airport,37.4905014038,-104.14399719200001
heliport,39.971698761,-105.084999084
small_airport,40.004699707,-105.071998596
heliport,38.071098327600005,-102.60900116
heliport,39.603099823,-105.09100341799999
small_airport,37.11800003049999,-119.913002014
small_airport,34.5694007874,-117.555999756
heliport,32.5938987732,-117.084999084
small_airport,32.633098602299995,-116.892997742
heliport,34.1571998596,-118.254997253
heliport,33.6706008911,-117.85800170899999
small_airport,34.694698333699996,-118.282997131
heliport,34.054901,-118.264967
small_airport,35.5913009644,-117.634002686
heliport,33.741100311299995,-117.15100097700001
heliport,40.178901672399995,-105.125999451
small_airport,40.0332984924,-105.124000549
small_airport,38.851898193400004,-106.93281999999999
small_airport,39.889400482199996,-104.544998169
heliport,40.589900970500004,-105.04599762
small_airport,39.8333015442,-103.58999633799999
small_airport,38.2193984985,-108.21299743700001
heliport,40.5854988098,-105.040000916
small_airport,40.2083015442,-105.01300048799999
small_airport,37.6582984924,-106.03399658200001
heliport,41.8811988831,-73.48100280759998
heliport,41.48479843139648,-72.7562026977539
heliport,41.71699905395508,-72.22589874267578
heliport,41.661598205566406,-72.78790283203125
heliport,41.50619888305664,-72.9397964477539
heliport,41.77450180053711,-72.6989974975586
heliport,41.5968017578125,-72.70449829101562
heliport,41.18840026855469,-73.16619873046875
heliport,41.40560150146485,-73.4447021484375
heliport,41.75450134277344,-72.67870330810547
small_airport,40.474998474121094,-96.98780059814452
small_airport,40.79059982299805,-83.8291015625
closed,44.958,-84.9587
