age,gender,split,final
30,W,1:45:51,3:58:48
53,M,1:47:51,3:43:07
35,M,1:48:25,4:05:56
48,M,1:44:27,3:41:23
36,M,1:33:17,3:39:53
50,M,1:46:41,4:06:34
71,M,1:45:50,3:59:46
38,M,1:45:50,3:59:46
23,W,1:46:00,3:58:01
34,M,1:44:54,3:59:46
59,M,1:41:27,3:40:27
28,W,1:48:14,3:41:53
46,M,1:40:48,3:42:11
32,M,1:43:18,3:40:50
29,M,1:46:05,4:03:14
52,M,1:43:19,3:41:19
45,M,1:44:35,3:41:12
35,M,1:50:14,3:56:47
33,M,1:45:19,4:06:56
38,M,1:40:48,3:41:56
42,W,1:40:50,3:41:14
44,M,1:44:10,3:39:54
43,W,1:44:25,3:43:29
33,W,1:46:09,3:40:54
29,M,1:40:29,3:41:32
30,M,1:40:54,3:40:24
31,M,1:42:57,3:41:43
51,M,1:36:07,3:40:03
36,M,1:44:15,3:42:27
20,M,1:42:36,3:41:43
45,M,1:46:01,3:42:02
42,M,1:47:00,3:41:35
49,W,1:44:25,3:40:02
28,M,1:47:03,3:59:21
54,M,1:49:06,3:39:45
54,W,1:43:19,3:41:05
35,M,1:47:03,3:56:53
40,M,1:46:04,3:59:32
36,W,1:38:07,3:40:59
33,M,1:45:23,4:02:50
53,M,1:51:22,3:43:16
43,W,1:45:15,3:41:56
35,M,1:44:22,3:40:43
36,M,1:43:48,4:16:59
40,M,1:51:24,4:01:07
47,M,1:41:43,3:40:29
38,M,1:40:02,3:40:15
42,M,1:39:16,3:41:34
56,M,1:46:49,3:41:33
40,M,1:48:31,3:57:20
35,M,1:45:26,3:57:29
43,M,1:43:20,3:40:08
31,W,1:46:56,3:40:45
27,M,1:47:07,4:21:52
27,M,1:47:08,4:21:52
40,M,1:38:13,3:40:16
38,M,1:41:41,3:42:37
44,M,1:43:28,3:42:26
42,M,1:50:48,3:59:12
34,M,1:48:38,3:42:54
35,M,1:45:22,3:40:35
38,W,1:50:08,3:58:38
55,M,1:45:53,3:40:21
50,M,1:44:34,3:43:10
29,W,1:46:14,3:42:18
44,M,1:44:47,4:28:32
29,M,1:43:48,4:16:36
37,M,1:45:20,3:40:41
42,M,1:48:14,3:41:05
46,W,1:51:28,3:41:48
45,M,1:45:20,3:40:57
48,M,1:46:03,4:00:59
37,W,1:44:25,3:42:40
43,M,1:48:06,4:02:57
35,M,1:45:27,3:41:25
42,W,1:44:42,4:24:17
41,M,1:48:06,4:02:57
39,M,1:45:21,3:40:41
23,W,1:51:10,3:59:42
29,W,1:48:52,3:42:55
42,M,1:44:15,3:57:56
24,M,1:42:43,3:57:12
29,M,1:42:00,3:40:53
48,M,1:47:55,3:41:32
44,M,1:44:44,3:58:10
34,M,1:44:46,3:57:56
50,W,1:44:44,4:00:35
20,M,1:44:53,4:23:31
39,M,1:45:47,3:57:59
45,M,1:45:09,3:57:36
30,M,1:45:25,3:57:51
46,M,1:43:34,3:57:46
49,M,1:42:41,3:56:50
47,M,1:52:37,3:59:49
43,W,1:41:15,3:40:30
24,M,1:48:33,3:56:59
36,M,1:39:13,3:41:27
42,M,1:42:52,3:59:27
22,M,1:38:05,3:40:23
42,M,1:41:15,3:40:46
37,M,1:44:50,3:40:15
43,M,1:44:05,3:41:52
38,W,1:44:09,3:40:27
50,M,1:49:05,3:59:15
53,M,1:41:16,3:41:38
59,M,1:47:19,3:39:50
44,M,1:46:08,3:58:29
54,M,1:46:27,3:42:01
47,M,1:38:33,3:40:33
39,M,1:42:34,4:04:21
38,M,1:42:06,3:42:23
24,W,1:43:04,3:57:08
35,M,1:45:29,3:56:56
36,W,1:49:08,3:41:37
54,M,1:43:58,3:57:32
54,M,1:43:34,3:42:35
27,M,1:51:15,4:16:46
36,M,1:49:01,4:00:12
45,M,1:48:06,3:57:25
35,W,1:45:50,3:59:55
42,M,1:42:26,3:40:18
42,W,1:47:56,3:42:28
40,M,1:45:54,3:58:44
30,W,1:49:00,3:58:58
37,M,1:43:14,3:41:29
48,M,1:42:29,3:57:17
51,M,1:32:58,3:57:04
50,M,1:48:38,3:57:46
28,M,1:42:58,3:41:53
30,M,1:42:28,3:40:18
37,M,1:40:48,3:40:36
30,M,1:38:32,3:40:47
45,M,1:35:17,3:40:24
45,W,1:42:35,3:41:25
36,M,1:44:19,3:41:53
30,W,1:44:50,3:57:18
42,M,1:48:35,4:19:35
49,M,1:40:57,3:57:15
36,M,1:49:59,3:43:39
44,W,1:47:40,3:39:55
34,M,1:47:47,4:00:04
23,W,1:52:15,4:00:27
34,M,1:44:52,3:40:42
40,M,1:41:41,3:42:22
37,W,1:48:14,3:42:22
33,M,1:48:28,4:17:00
44,W,1:46:30,3:57:49
41,M,1:46:28,3:41:41
25,W,1:47:10,4:18:12
24,M,1:50:34,4:19:22
65,M,1:46:03,3:41:11
28,W,1:44:46,3:41:48
40,W,1:45:07,3:58:05
36,M,1:46:51,3:57:33
46,M,1:46:33,3:40:22
42,M,1:46:28,3:58:55
34,M,1:37:37,3:40:28
30,M,1:41:14,3:42:02
37,M,1:47:08,3:42:00
41,M,1:43:56,3:41:43
28,M,1:42:34,3:57:32
49,M,1:38:06,3:42:14
36,M,1:47:29,3:57:22
44,M,1:47:18,3:43:28
47,M,1:45:07,3:42:26
27,W,1:43:12,3:41:38
34,M,1:36:24,3:40:46
36,M,1:43:12,3:41:38
31,M,1:46:10,4:00:22
54,M,1:48:29,3:57:09
26,M,1:44:45,3:57:26
44,M,1:47:25,3:40:01
53,M,1:44:59,3:42:57
38,M,1:50:11,3:43:37
41,M,1:45:27,3:57:16
44,M,1:50:12,3:59:14
59,M,1:46:22,3:58:41
40,M,1:38:44,3:57:23
41,M,1:48:43,3:43:35
36,W,1:42:22,3:40:08
36,W,1:45:09,3:43:19
35,W,1:43:29,3:40:28
67,W,1:47:13,4:04:07
39,W,1:41:34,3:41:16
34,M,1:45:27,3:42:37
39,M,1:38:37,3:42:42
32,M,1:52:46,3:41:47
40,W,1:42:18,3:42:20
52,M,1:42:18,3:42:21
33,M,1:49:23,4:18:24
43,W,1:50:22,4:02:21
32,M,1:42:47,3:59:34
38,M,1:41:38,3:42:26
40,W,1:43:20,3:42:11
25,M,1:44:33,3:41:36
40,M,1:46:50,3:41:04
31,M,1:44:40,3:41:05
29,M,1:46:52,3:59:25
44,M,1:33:49,3:42:07
38,M,1:46:12,3:57:12
29,M,1:41:40,3:41:23
30,W,1:49:17,3:57:47
60,M,1:50:09,4:00:16
42,M,1:42:53,3:41:50
32,W,1:41:48,3:42:17
41,M,1:49:56,3:44:12
47,M,1:45:20,3:42:37
39,W,1:45:17,4:17:27
31,M,1:51:25,3:43:50
46,M,1:50:03,3:43:48
49,M,1:45:51,3:42:37
55,M,1:45:22,3:41:12
40,M,1:44:42,3:57:26
30,M,1:50:05,3:43:46
47,W,1:48:13,3:59:52
25,M,1:44:32,3:43:54
49,M,1:47:23,3:57:21
31,M,1:43:17,3:41:21
42,M,1:40:41,3:41:38
32,W,1:48:59,3:42:05
37,M,1:45:15,3:58:10
19,M,1:39:03,3:57:17
30,M,1:41:08,3:58:21
43,W,1:48:47,4:00:46
37,M,1:43:08,4:00:58
45,M,1:41:14,3:42:47
49,M,1:46:53,3:41:43
53,M,1:40:08,3:40:59
44,M,1:44:02,3:59:50
33,M,1:46:58,4:17:36
30,M,1:38:40,3:40:38
29,W,1:46:34,3:57:28
26,M,1:43:52,4:17:07
43,W,1:42:13,3:41:18
30,W,1:42:29,4:03:27
40,M,1:42:30,3:42:45
44,W,1:45:26,3:57:32
49,M,1:44:35,3:57:30
43,M,1:47:06,3:41:10
31,M,1:41:05,3:42:25
60,W,1:47:46,3:58:46
30,M,1:46:35,3:57:28
53,W,1:47:20,3:42:08
33,M,1:43:39,3:40:09
46,M,1:44:36,3:43:40
52,M,1:44:10,3:41:33
36,M,1:42:22,3:43:02
38,M,1:40:46,3:42:48
48,M,1:46:07,3:43:47
32,M,1:42:58,3:43:17
18,M,1:40:34,4:19:47
32,W,1:46:31,3:57:29
47,W,1:41:59,3:41:49
38,M,1:46:12,3:43:26
47,M,1:41:29,4:00:19
54,M,1:49:45,4:00:06
47,M,1:45:30,3:59:24
29,W,1:45:38,4:19:49
42,W,1:43:25,3:41:37
42,M,1:48:01,3:59:17
28,M,1:49:32,3:57:31
28,W,1:49:54,3:41:51
47,W,1:46:02,3:41:23
24,M,1:43:09,3:58:07
37,W,1:42:08,3:41:47
31,M,1:42:04,3:59:27
37,M,1:37:26,3:42:28
31,W,1:46:08,3:44:01
38,M,1:44:40,4:04:27
20,M,1:44:26,3:42:50
30,W,1:46:52,3:57:51
41,W,1:47:08,3:57:34
28,M,1:50:29,3:58:23
44,M,1:44:11,3:41:05
28,W,1:47:18,3:43:13
50,M,1:43:41,3:42:47
53,M,1:42:52,3:58:11
45,M,1:52:12,3:43:42
35,M,1:46:18,3:43:38
37,M,1:47:26,3:59:47
26,M,1:48:12,3:42:10
28,M,1:50:53,3:43:23
39,M,1:40:52,3:42:41
30,W,1:40:47,3:41:47
35,W,1:50:08,4:01:12
45,M,1:44:02,3:57:40
48,M,1:36:51,3:41:55
40,M,1:47:30,3:57:40
41,M,1:44:58,3:59:56
33,M,1:44:21,3:40:44
33,M,1:49:26,3:43:20
39,M,1:55:07,3:40:21
39,M,1:48:24,4:00:39
40,M,1:45:52,3:57:42
22,W,1:44:52,3:42:45
36,M,1:51:29,4:22:24
29,M,1:50:40,3:41:51
27,M,1:44:51,3:42:45
28,M,1:43:28,3:43:08
46,M,1:42:50,3:41:09
42,M,1:43:34,3:58:52
32,M,1:37:20,3:42:05
27,M,1:47:08,3:42:56
36,W,1:49:24,3:57:41
51,M,1:42:26,4:01:16
50,M,1:38:34,3:43:06
44,W,1:43:36,3:41:53
23,M,1:45:12,3:57:50
26,M,1:49:47,3:43:53
43,M,1:42:40,3:40:51
32,M,1:42:53,3:59:57
48,M,1:45:08,3:41:41
41,M,1:40:46,3:58:24
57,M,1:49:24,3:57:44
54,M,1:47:02,3:58:24
26,M,1:49:47,3:43:53
55,M,1:45:57,3:40:36
54,M,1:44:12,3:42:05
35,M,1:45:31,3:57:48
45,M,1:43:49,3:42:46
45,M,1:38:44,3:41:54
40,M,1:45:30,3:58:17
32,W,1:45:25,4:03:52
27,M,1:47:02,4:02:06
38,M,1:41:32,3:43:01
25,M,1:42:55,4:18:31
29,M,1:37:47,3:42:48
44,M,1:49:01,3:57:42
44,M,1:50:56,3:58:44
29,M,1:41:54,3:43:22
45,M,1:43:10,3:42:23
39,M,1:50:07,4:01:24
45,M,1:38:48,3:41:07
29,M,1:44:31,3:57:44
38,M,1:32:46,3:41:24
42,M,1:42:21,3:58:34
49,M,1:41:43,3:42:11
47,W,1:45:07,3:42:37
37,M,1:38:42,3:57:45
28,W,1:47:28,4:19:20
35,W,1:47:04,3:58:30
36,M,1:49:59,4:02:14
39,M,1:41:41,3:41:25
40,W,1:48:09,3:43:15
34,M,1:42:09,4:01:24
32,M,1:39:20,3:41:57
28,M,1:34:36,4:02:20
40,W,1:49:50,3:59:02
40,M,1:50:06,3:44:17
42,W,1:37:58,3:41:57
47,M,1:47:00,3:41:36
34,M,1:42:40,3:42:28
60,M,1:44:51,3:58:06
38,W,1:45:31,3:41:07
28,W,1:44:51,3:58:06
41,M,1:51:41,3:40:53
44,M,1:44:53,3:58:11
24,W,1:47:21,3:41:13
34,M,1:46:42,4:07:53
33,M,1:45:07,3:58:13
35,M,1:44:19,3:44:45
29,M,1:44:35,3:41:39
47,M,1:42:37,3:58:08
32,M,1:48:50,4:01:12
48,W,1:46:05,3:58:30
49,M,1:48:20,4:01:41
27,M,1:41:59,3:43:06
48,M,1:44:41,3:41:45
31,M,1:36:53,3:59:43
33,W,1:41:47,3:41:06
43,W,1:44:42,3:59:20
44,M,1:48:33,4:19:31
40,W,1:45:10,3:58:13
43,M,1:41:56,3:57:54
48,M,1:44:58,3:42:52
45,M,1:48:09,3:42:00
55,M,1:44:42,3:44:08
28,M,1:52:12,3:42:24
39,W,1:43:14,3:41:06
35,M,1:47:52,4:02:11
47,M,1:48:23,3:42:19
28,M,1:42:38,3:41:45
45,M,1:42:03,3:41:39
49,M,1:32:12,3:41:31
37,M,1:44:19,3:42:54
25,W,1:47:09,3:43:35
35,M,1:44:54,3:58:16
44,M,1:47:45,4:00:27
49,M,1:45:24,3:42:33
41,W,1:46:14,3:59:24
55,M,1:38:04,3:41:25
40,M,1:47:39,3:41:03
32,M,1:40:48,4:02:15
38,M,1:47:59,3:44:44
23,M,1:44:27,3:43:23
28,M,1:43:47,3:44:14
38,M,1:40:10,3:41:26
41,M,1:45:25,3:41:47
41,M,1:36:21,3:41:59
39,W,1:52:38,3:59:10
22,M,1:51:08,4:19:54
23,M,1:40:50,4:17:57
44,M,1:42:17,3:58:01
34,M,1:50:12,3:58:06
25,W,1:49:48,3:41:54
32,M,1:47:25,3:44:30
30,M,1:37:24,3:59:26
38,M,1:43:49,3:41:26
53,M,1:43:39,3:58:45
35,W,1:50:12,3:58:06
46,W,1:43:48,3:42:22
53,M,1:43:47,3:43:09
37,W,1:49:23,4:01:20
27,M,1:52:59,3:41:31
50,M,1:49:43,3:59:21
41,M,1:47:24,3:59:42
58,M,1:47:50,3:42:31
32,M,1:54:04,4:07:44
48,M,1:41:38,3:41:34
24,M,1:43:44,4:02:35
49,M,1:45:06,3:42:02
37,M,1:42:21,4:00:12
39,W,1:42:57,3:58:48
27,M,1:43:37,3:43:13
29,M,1:45:44,3:59:19
43,M,1:44:27,3:43:09
62,M,1:34:21,3:41:38
51,M,1:45:36,3:41:57
48,M,1:47:57,4:00:52
29,M,1:40:22,3:59:55
38,M,1:51:04,3:42:42
30,M,1:43:04,4:03:21
27,M,1:44:29,3:58:42
53,W,1:44:02,4:00:12
26,M,1:45:50,3:44:38
23,W,1:35:22,3:42:27
38,M,1:44:27,3:44:55
51,M,1:46:59,3:42:06
26,W,1:44:14,3:42:29
30,W,1:42:11,3:43:33
42,W,1:44:15,3:59:43
32,W,1:46:27,3:42:33
29,W,1:45:59,3:43:12
36,M,1:50:29,3:59:07
60,M,1:45:05,3:42:00
36,M,1:48:02,3:42:05
37,M,1:46:29,3:41:24
27,W,1:49:27,4:00:38
38,M,1:45:25,3:42:21
26,M,1:41:52,3:58:16
29,M,1:44:36,4:04:05
34,M,1:46:58,4:00:12
54,M,1:44:49,3:58:21
27,W,1:39:59,3:42:20
43,M,1:46:06,3:42:46
45,M,1:44:31,3:58:52
23,M,1:45:57,3:59:08
29,M,1:48:09,3:42:52
30,M,1:44:22,3:58:43
41,M,1:38:25,3:42:47
36,M,1:50:41,3:43:45
25,M,1:42:54,4:28:50
34,M,1:44:24,3:43:23
48,M,1:40:13,3:42:24
47,W,1:42:54,3:42:14
43,M,1:42:08,3:59:25
36,M,1:44:52,3:43:55
23,W,1:41:48,3:42:50
60,M,1:46:18,3:59:54
30,W,1:47:31,3:42:10
41,W,1:46:15,3:44:11
42,M,1:49:48,3:43:45
64,M,1:46:43,3:42:42
50,W,1:49:20,3:42:27
40,M,1:49:48,3:43:45
30,M,1:49:35,4:00:15
47,M,1:49:54,3:42:35
38,M,1:45:07,3:43:26
59,M,1:44:26,3:58:34
25,M,1:49:02,3:42:26
48,M,1:39:02,3:41:29
46,M,1:45:04,3:41:35
29,W,1:43:41,3:41:45
37,M,1:45:10,3:42:16
48,M,1:38:44,3:43:19
27,M,1:44:22,4:00:55
39,M,1:45:48,3:42:03
51,M,1:44:30,3:44:29
52,W,1:46:19,3:42:29
30,W,1:48:12,3:43:22
40,W,1:49:49,3:59:56
28,M,1:41:19,3:44:34
51,M,1:45:18,3:59:51
35,M,1:50:00,4:05:44
49,W,1:44:58,3:42:40
41,M,1:42:24,3:43:17
46,M,1:43:08,3:42:37
44,M,1:39:18,3:59:42
37,W,1:48:47,3:42:47
28,M,1:48:06,4:01:33
54,M,1:39:07,3:42:21
23,M,1:43:31,3:58:42
53,M,1:49:56,3:59:13
37,M,1:41:05,3:41:49
55,M,1:44:00,3:42:31
30,M,1:48:24,4:03:15
36,M,1:52:39,4:02:07
46,M,1:43:20,3:43:35
47,M,1:46:34,3:59:35
43,M,1:44:56,3:44:01
27,M,1:39:40,3:43:58
31,M,1:43:08,3:42:20
30,M,1:46:50,3:43:29
35,W,1:45:40,3:44:09
39,W,1:45:40,4:18:22
29,W,1:44:11,3:59:08
46,M,1:45:16,3:42:20
45,W,1:43:07,3:42:10
49,M,1:42:43,3:41:52
20,W,1:49:12,4:05:30
42,M,1:45:44,3:41:58
36,M,1:38:29,4:30:28
38,W,1:47:07,4:00:26
47,W,1:47:36,3:58:40
36,M,1:43:20,4:01:39
39,W,1:43:04,3:42:45
33,M,1:41:50,3:42:01
39,M,1:51:27,4:02:44
37,M,1:45:18,4:02:21
32,W,1:46:15,3:59:56
43,M,1:44:08,4:18:45
56,M,1:50:30,3:45:03
35,M,1:38:59,3:43:09
28,W,1:52:47,3:43:49
45,M,1:37:11,3:42:46
51,M,1:42:49,3:44:15
43,M,1:50:24,3:43:49
54,M,1:37:45,3:42:14
42,M,1:47:43,3:59:51
45,M,1:50:26,3:43:49
42,M,1:46:21,3:59:29
41,M,1:45:18,3:58:53
68,M,1:34:28,3:42:23
29,M,1:41:31,3:59:33
41,M,1:47:50,3:45:18
34,M,1:46:52,4:02:42
27,W,1:50:47,3:59:42
41,M,1:50:02,4:01:03
42,M,1:55:12,4:02:14
40,W,1:43:54,3:59:19
35,M,1:50:01,4:04:00
24,W,1:43:50,3:58:36
40,M,1:50:18,3:45:04
47,M,1:49:07,3:42:49
29,M,1:46:37,3:59:40
43,M,1:45:43,3:42:48
29,W,1:46:17,4:00:28
50,M,1:42:19,3:43:00
29,M,1:48:24,3:59:20
41,M,1:44:12,3:43:47
26,M,1:43:40,3:44:35
27,W,1:37:55,3:42:40
40,M,1:47:44,3:44:07
38,W,1:49:54,3:42:02
45,W,1:49:42,3:45:24
30,M,1:47:34,4:07:17
42,W,1:45:34,3:44:56
36,M,1:46:57,3:41:53
23,M,1:47:02,3:59:21
25,W,1:47:31,4:00:23
53,M,1:43:54,3:42:19
65,M,1:45:01,3:59:20
27,M,1:42:11,3:43:37
36,M,1:35:16,3:43:47
29,W,1:42:17,3:43:26
44,M,1:45:34,3:58:54
57,M,1:45:33,3:46:04
43,M,1:50:59,4:18:36
32,M,1:44:27,4:19:35
35,M,1:50:54,4:03:27
37,M,1:44:16,3:59:40
37,M,1:50:45,3:44:46
38,M,1:43:14,3:42:01
43,M,1:54:02,4:02:06
39,M,1:44:43,4:03:14
36,M,1:46:05,3:43:48
41,M,1:43:14,3:42:01
33,W,1:47:25,3:43:26
55,M,1:48:10,3:43:29
29,M,1:45:53,3:45:03
53,M,1:46:28,3:45:16
34,M,1:39:59,3:42:16
35,M,1:45:30,3:43:40
35,M,1:36:52,3:42:23
54,M,1:38:27,3:42:03
36,M,1:45:06,4:00:37
39,W,1:46:38,4:00:36
37,M,1:50:46,4:00:43
40,W,1:45:42,4:02:14
43,M,1:44:56,3:59:41
41,M,1:43:44,3:44:10
42,M,1:46:33,4:02:23
49,M,1:46:33,4:02:23
48,M,1:44:36,3:43:57
37,W,1:43:43,3:44:10
37,M,1:47:03,3:45:25
45,M,1:45:56,4:01:16
45,W,1:43:41,3:44:34
27,W,1:49:48,3:59:07
40,W,1:41:33,4:00:10
35,M,1:44:33,3:41:56
35,M,1:55:33,4:03:14
42,M,1:48:45,4:01:05
49,M,1:37:46,3:42:38
43,M,1:48:25,4:00:17
43,M,1:51:23,3:43:23
39,M,1:46:40,4:35:08
39,M,1:45:44,3:42:50
30,M,1:57:54,4:20:26
36,M,1:43:04,3:42:13
54,M,1:42:57,3:43:31
62,M,1:45:38,3:43:03
31,M,1:41:31,3:43:21
50,M,1:43:15,3:59:20
36,M,1:45:45,3:42:42
42,M,1:47:06,4:04:03
37,M,1:43:35,4:18:59
28,M,1:45:02,4:02:34
35,M,1:48:43,4:01:24
37,M,1:46:40,4:00:35
41,M,1:44:39,3:59:43
40,M,1:44:13,3:59:43
34,M,1:50:27,3:59:26
33,W,1:43:20,3:59:02
31,M,1:45:35,3:43:29
33,W,1:51:31,4:23:49
38,M,1:48:04,3:43:32
25,W,1:50:11,4:03:56
41,M,1:38:40,3:42:38
39,M,1:37:56,3:43:36
56,M,1:47:19,3:41:57
32,W,1:43:58,3:44:55
45,W,1:44:20,3:44:28
40,M,1:46:07,3:45:48
39,M,1:48:45,4:01:17
49,M,1:41:55,3:43:41
35,M,1:44:27,3:45:01
30,M,1:42:41,4:01:03
45,W,1:47:35,3:45:32
31,M,1:44:24,3:44:04
31,M,1:47:07,3:44:26
34,M,1:46:36,4:01:14
33,W,1:51:49,4:09:17
52,M,1:42:45,3:42:41
51,M,1:48:45,3:43:26
49,W,1:46:19,3:43:22
43,W,1:48:24,3:45:25
39,W,1:50:46,3:45:02
42,M,1:47:35,3:59:45
35,M,1:42:51,4:03:17
38,M,1:39:47,4:01:10
35,M,1:49:53,3:44:39
60,M,1:46:20,3:43:22
47,M,1:46:23,3:43:22
42,M,1:46:55,4:07:22
50,M,1:47:57,4:00:09
57,M,1:48:38,3:43:13
57,M,1:46:20,3:43:23
34,M,1:42:57,3:43:16
25,W,1:43:16,3:44:48
22,M,1:40:59,3:59:05
37,M,1:49:17,3:43:17
49,M,1:46:43,3:43:51
25,M,1:43:10,3:46:58
42,M,1:47:12,3:59:30
55,M,1:48:52,3:42:17
48,M,1:47:37,4:01:58
40,W,1:49:21,4:01:11
30,M,1:47:11,3:44:06
52,M,1:40:13,3:42:34
24,M,1:43:13,3:46:58
30,M,1:46:22,3:59:37
47,M,1:47:16,4:21:35
29,M,1:43:46,4:00:49
40,M,1:47:31,4:02:42
43,M,1:50:08,3:59:54
61,M,1:47:04,3:43:34
37,M,1:45:55,3:44:25
42,W,1:45:22,3:43:48
42,M,1:48:26,4:01:05
29,M,1:47:11,3:44:08
36,W,1:49:14,4:00:10
55,M,1:43:11,3:45:25
47,M,1:42:59,3:43:35
33,M,1:47:29,3:45:41
39,M,1:52:10,3:44:36
60,W,1:42:53,3:42:18
54,M,1:43:26,3:43:53
49,M,1:52:07,3:45:28
30,W,1:52:40,4:03:11
30,W,1:52:40,4:03:11
50,M,1:44:29,3:45:10
41,W,1:46:12,3:45:29
47,M,1:48:20,3:44:20
39,M,1:44:07,3:43:09
50,M,1:49:00,3:44:03
53,M,1:44:45,3:44:25
37,M,1:51:44,4:21:23
45,M,1:48:43,3:59:17
46,M,1:48:12,3:59:28
36,M,1:47:19,4:19:19
58,M,1:48:30,3:43:49
49,M,1:47:42,3:59:26
44,W,1:50:16,3:45:47
51,M,1:48:38,4:20:13
31,M,1:32:07,3:43:08
36,M,1:48:20,4:00:48
42,M,1:44:44,3:42:58
46,M,1:43:07,4:01:17
28,M,1:53:30,4:21:45
25,M,1:50:11,4:02:23
28,W,1:49:11,3:45:20
41,M,1:44:41,3:44:30
44,M,1:43:27,3:45:37
39,M,1:48:43,4:02:19
41,M,1:49:21,3:45:31
36,M,1:48:08,3:59:32
46,M,1:43:10,3:44:17
28,W,1:47:56,3:44:14
43,M,1:49:02,3:59:24
39,M,1:44:22,3:45:17
52,M,1:44:48,3:43:14
19,M,1:43:03,3:42:36
65,M,1:43:36,3:44:16
42,M,1:46:31,4:03:39
32,M,1:41:33,3:42:35
29,W,1:42:39,3:44:19
31,W,1:47:42,3:44:52
43,M,1:43:51,3:44:17
65,M,1:46:54,3:45:04
33,M,1:43:52,4:00:18
55,M,1:45:30,3:42:35
30,M,1:41:21,3:59:40
40,M,1:51:49,4:28:05
46,M,1:51:51,4:28:05
42,M,1:42:04,3:45:46
44,M,1:41:06,4:00:30
58,M,1:44:38,3:45:37
38,W,1:49:08,3:45:41
47,W,1:49:13,4:01:21
57,W,1:42:52,3:42:31
31,W,1:48:07,4:01:39
28,M,1:44:14,3:45:14
40,M,1:43:25,3:44:45
48,M,1:36:29,3:43:08
35,M,1:42:49,4:02:29
54,M,1:42:36,3:45:22
29,W,1:46:58,4:23:07
33,W,1:51:55,4:01:48
36,M,1:48:02,3:46:07
54,M,1:45:21,3:43:20
50,M,1:44:54,4:01:05
29,W,1:47:26,3:44:55
44,M,1:46:11,4:01:01
43,M,1:41:27,3:43:27
42,M,1:41:33,4:00:01
25,W,1:47:14,3:59:42
54,M,1:53:14,3:42:58
53,M,1:42:13,3:42:42
25,W,1:44:27,3:44:41
51,M,1:49:37,3:59:35
54,M,1:49:38,3:59:35
33,M,1:38:33,4:00:03
37,M,1:44:32,4:00:52
27,M,1:38:20,3:44:28
29,W,1:45:34,3:45:03
32,M,1:47:11,4:01:10
44,M,1:51:19,4:01:43
50,M,1:49:52,4:01:36
43,M,1:47:30,3:45:23
40,M,1:43:35,4:03:03
28,W,1:42:13,4:01:36
63,M,1:47:33,4:04:25
25,M,1:49:38,3:43:57
38,M,1:46:24,3:43:22
47,M,1:50:21,4:03:14
40,M,1:43:34,4:03:03
39,M,1:44:25,4:01:09
34,M,1:52:10,4:01:53
39,M,1:45:50,3:45:46
46,M,1:51:31,4:19:29
43,M,1:44:46,3:43:04
31,M,1:52:11,3:46:08
29,M,1:44:31,3:45:22
28,M,1:49:22,4:20:55
34,M,1:43:58,3:44:02
29,M,1:40:30,3:44:33
29,W,1:52:10,4:01:54
37,M,1:40:50,3:44:31
29,M,1:47:26,4:02:58
47,M,1:47:09,3:44:38
38,M,1:48:40,3:45:15
41,W,1:47:22,3:43:43
41,M,1:44:33,3:45:13
40,M,1:44:36,3:59:49
32,W,1:48:24,3:45:09
43,M,1:41:17,3:44:33
38,M,1:53:49,4:02:50
55,M,1:44:15,3:59:42
22,M,1:48:47,4:02:37
44,M,1:48:10,4:04:15
29,M,1:49:14,4:01:56
44,M,1:47:21,4:00:04
47,M,1:45:44,3:43:04
39,M,1:51:53,3:59:48
37,W,1:43:26,3:44:02
43,M,1:45:43,3:45:10
50,W,1:46:55,3:42:56
38,M,1:53:50,4:02:06
29,M,1:47:26,4:00:48
38,M,1:44:48,3:45:15
38,M,1:49:30,3:43:54
38,M,1:21:56,3:42:36
33,M,1:45:56,4:01:51
33,M,1:47:48,4:04:59
35,M,1:43:25,3:45:15
61,W,1:49:52,4:23:02
25,M,1:39:18,3:44:55
49,M,1:45:13,4:00:09
39,M,1:46:12,3:44:16
48,M,1:44:57,3:44:37
42,M,1:50:56,4:00:19
55,M,1:45:56,3:43:47
32,M,1:51:17,4:01:47
38,W,1:51:13,3:45:49
36,M,1:48:37,4:03:12
50,M,1:47:39,3:44:08
33,M,1:45:34,3:43:10
39,M,1:45:12,4:00:41
29,W,1:51:09,4:04:16
26,W,1:46:01,3:44:07
36,M,1:53:35,4:00:18
37,W,1:51:44,3:45:23
35,M,1:53:39,4:03:35
28,W,1:49:34,3:44:36
49,M,1:36:42,3:43:03
38,M,1:46:44,4:06:57
50,M,1:38:44,3:43:58
47,M,1:51:05,3:43:24
34,M,1:50:05,4:22:28
46,M,1:48:33,3:44:56
32,M,1:50:11,4:02:48
54,M,1:43:33,3:44:42
24,W,1:46:49,3:45:24
54,M,1:51:27,3:44:44
37,W,1:44:51,3:46:26
53,M,1:45:10,4:00:14
54,M,1:40:30,3:43:23
36,W,1:49:08,4:02:32
35,W,1:47:24,4:00:37
38,M,1:47:23,4:00:37
45,M,1:47:33,4:02:48
27,M,1:43:49,4:01:08
26,M,1:44:53,3:44:36
25,W,1:48:25,4:09:08
59,M,1:48:14,4:00:00
50,M,1:42:27,3:46:13
40,W,1:44:56,3:43:28
29,W,1:46:26,4:00:11
42,M,1:52:24,4:08:49
27,W,1:46:27,3:44:45
50,M,1:44:04,3:43:11
32,M,1:52:44,4:23:52
47,M,1:49:58,3:45:07
