age,gender,split,final
35,M,2:00:33,4:25:17
64,M,2:00:44,4:23:20
39,M,2:00:15,4:44:39
36,W,1:59:09,4:22:48
25,W,2:00:03,4:07:50
32,M,1:54:07,4:28:49
28,M,2:00:03,4:07:50
29,M,1:59:52,4:26:11
29,M,1:53:46,4:27:39
34,M,2:03:00,4:23:21
42,W,1:55:22,4:22:07
35,W,2:00:51,4:23:27
50,M,2:01:31,4:27:59
31,W,1:53:46,4:27:39
32,M,1:56:05,4:41:53
49,M,1:52:02,4:41:56
37,M,1:54:44,4:28:00
45,W,1:59:01,4:26:34
27,W,1:59:44,4:26:09
28,W,1:59:44,4:26:09
45,M,1:52:03,4:41:56
40,W,2:01:32,4:27:59
36,M,1:59:20,4:26:48
52,M,1:44:39,4:08:03
40,W,1:56:34,4:06:31
44,M,1:53:03,4:42:44
37,M,1:48:07,4:05:52
42,M,1:44:16,4:28:48
37,W,2:04:48,4:44:43
35,M,1:56:34,4:22:39
36,M,2:02:47,4:42:40
36,M,1:56:54,4:22:39
39,W,1:51:59,4:05:41
31,W,1:56:43,4:31:38
47,M,2:00:05,4:53:10
37,W,1:53:20,4:08:46
52,M,1:59:18,4:43:08
48,M,1:56:25,4:27:26
32,W,1:52:21,4:25:34
44,M,2:01:28,4:28:22
45,M,1:58:26,4:22:18
56,W,1:55:31,4:22:51
46,M,1:59:38,4:27:13
52,M,1:55:23,4:42:04
30,M,1:57:12,4:42:06
25,W,2:02:51,4:30:23
37,M,1:57:48,4:42:04
38,M,1:49:41,4:06:46
33,M,1:57:43,4:23:08
35,M,2:00:43,4:22:27
40,M,1:55:07,4:25:02
27,M,1:43:41,4:07:09
40,M,1:48:58,4:23:23
39,M,1:56:56,4:46:16
38,M,1:52:43,4:06:26
31,M,1:55:19,4:25:43
25,W,1:54:11,4:42:25
43,M,1:54:30,4:22:55
30,M,1:57:01,4:23:27
36,M,1:54:31,4:06:28
33,M,2:02:12,4:26:31
33,M,1:55:48,4:27:56
26,M,1:52:46,4:23:44
39,M,2:02:03,4:42:13
47,M,1:50:58,4:06:15
39,M,2:03:02,4:46:07
61,M,1:58:55,4:48:12
42,M,2:01:24,4:48:07
26,W,1:56:57,4:42:45
28,W,1:58:34,4:22:55
34,M,1:54:32,4:42:05
27,M,1:49:16,4:32:01
43,M,1:58:17,4:22:21
42,W,1:54:33,4:06:09
60,M,1:58:12,4:23:36
31,M,1:54:30,4:42:06
34,W,2:00:11,4:28:18
35,W,1:55:48,4:49:33
51,M,1:55:43,4:08:15
38,M,1:58:42,4:22:42
48,M,1:50:58,4:06:59
50,W,1:59:19,4:24:19
32,M,1:58:09,4:26:08
53,W,1:59:46,4:24:09
40,M,1:59:16,4:42:30
59,M,2:05:32,4:25:29
32,M,1:58:49,4:32:47
32,M,1:58:49,4:32:47
45,M,1:50:52,4:23:38
43,M,1:54:21,4:07:02
43,W,1:57:53,4:08:01
50,W,1:54:19,4:42:19
34,M,1:58:21,4:50:55
27,W,1:59:05,4:27:12
29,W,1:59:00,4:27:17
39,W,1:57:54,4:23:53
51,W,1:56:04,4:23:37
49,M,2:07:43,4:53:50
51,M,1:53:04,4:24:05
33,W,1:51:59,4:22:35
36,W,1:52:00,4:22:35
48,M,1:56:27,4:23:53
32,M,1:41:55,4:05:35
35,W,2:00:48,4:27:17
46,M,1:54:51,4:23:59
45,M,1:54:51,4:23:59
34,M,1:58:29,4:30:31
36,W,2:02:12,4:24:58
34,W,2:01:15,4:30:31
52,M,1:56:53,4:08:30
33,W,1:50:51,4:42:16
47,W,1:51:06,4:53:13
44,W,1:59:38,4:22:54
41,M,1:56:47,4:24:05
47,M,2:00:43,4:28:28
51,M,1:56:20,4:25:24
53,W,1:54:23,4:28:43
35,M,1:48:41,4:05:35
45,M,1:57:12,4:24:58
38,W,2:04:29,4:23:04
40,W,1:53:57,4:25:30
32,W,1:57:16,4:26:20
37,M,1:40:33,4:26:39
40,M,1:48:14,4:26:24
31,W,1:52:09,4:27:27
30,W,1:52:09,4:27:27
27,M,1:49:24,4:08:29
35,W,1:56:40,4:25:12
40,W,1:55:12,4:28:00
26,W,2:01:58,4:29:17
37,M,1:55:11,4:28:01
28,W,1:57:38,4:23:37
28,W,1:56:46,4:25:28
44,M,1:41:58,4:06:10
48,W,1:53:07,4:07:32
42,M,1:55:02,4:27:49
55,M,1:46:02,4:06:58
43,M,1:48:01,4:26:31
56,M,1:55:35,4:47:42
39,W,2:01:55,4:32:25
41,W,1:59:34,4:28:44
42,M,1:54:22,4:25:30
33,W,2:01:00,4:26:53
69,M,1:53:49,4:23:54
50,M,2:01:10,4:59:33
39,M,1:55:54,4:06:13
55,M,2:07:21,4:27:32
36,W,1:56:52,4:46:39
29,W,1:53:23,4:23:02
39,M,1:54:04,4:26:42
18,W,2:05:34,4:44:07
53,M,1:59:41,4:31:49
24,W,1:55:14,4:23:16
33,M,1:51:13,4:27:16
31,M,1:54:48,4:23:03
54,M,1:56:38,4:23:10
43,M,1:53:24,4:25:07
23,W,1:57:30,4:24:51
43,W,1:56:51,4:44:29
51,M,1:46:30,4:08:07
27,M,1:57:25,4:52:55
49,W,1:59:36,4:24:45
41,M,1:56:19,4:33:49
52,M,2:01:15,4:43:14
36,M,1:57:04,4:24:26
30,M,1:56:15,4:23:31
50,M,2:07:06,4:50:30
53,M,1:59:08,4:49:18
53,W,1:58:18,4:22:58
38,M,2:03:07,4:53:27
31,M,1:57:30,4:44:32
44,M,2:01:20,4:26:53
45,M,2:02:50,4:43:56
31,M,1:58:20,4:43:56
27,M,1:56:32,4:25:36
56,M,1:54:58,4:07:58
38,M,2:03:08,4:53:27
54,M,1:57:09,4:09:13
41,M,2:01:35,4:31:14
33,W,1:56:44,4:24:51
54,M,1:59:55,4:22:51
50,M,1:57:37,4:26:06
36,M,1:44:32,4:05:40
50,W,1:57:37,4:26:06
28,M,1:48:23,4:43:59
41,W,1:50:14,4:05:45
37,W,1:58:11,4:23:08
40,M,2:02:51,4:43:55
40,W,1:56:34,4:07:04
30,W,1:54:28,4:32:30
31,M,1:59:20,4:26:28
27,W,2:03:57,4:47:18
37,M,1:50:00,4:24:38
25,W,1:59:08,4:42:34
26,M,1:56:52,4:06:23
41,M,1:55:49,4:30:32
24,W,1:57:46,4:22:53
50,M,1:50:32,4:43:00
30,M,2:01:27,4:26:10
32,M,1:49:37,4:06:57
36,M,1:54:31,4:44:32
35,M,1:54:32,4:42:35
36,M,1:58:26,4:44:21
37,M,1:58:31,4:07:53
55,M,1:56:23,4:24:36
44,M,1:53:52,4:06:31
35,M,1:50:14,4:26:23
49,M,1:48:23,4:08:13
54,M,2:05:09,4:08:56
31,M,2:00:07,4:43:08
39,M,1:43:57,4:24:46
28,M,1:54:47,4:28:50
33,W,1:56:28,4:24:54
37,M,1:58:33,4:07:53
46,M,1:59:08,4:27:21
58,M,1:54:50,4:09:09
43,M,1:56:26,4:07:53
38,M,1:59:38,4:26:20
31,W,2:00:04,4:31:25
41,W,1:51:13,4:27:04
42,M,1:52:40,4:44:11
33,M,1:58:36,4:43:35
53,W,1:58:45,4:05:50
55,W,1:48:58,4:23:14
46,M,1:58:39,4:25:24
30,W,1:59:58,4:46:51
40,M,1:59:45,4:08:37
46,W,2:01:47,4:49:26
59,M,1:54:13,4:06:03
47,M,1:57:10,4:28:24
55,W,1:56:21,4:42:45
58,M,1:58:24,4:26:38
53,M,2:03:46,4:28:02
35,W,2:00:57,4:49:50
42,M,1:59:50,4:26:50
63,M,2:00:56,4:49:50
40,M,2:01:37,4:42:53
40,M,1:53:55,4:09:15
52,M,1:59:57,4:27:11
39,W,1:58:58,4:24:03
46,M,2:01:51,4:27:44
50,M,1:47:47,4:24:50
42,W,1:57:31,4:23:27
49,W,2:01:50,4:49:27
40,M,2:02:41,4:44:31
28,W,1:57:10,4:27:40
40,M,1:57:33,4:26:58
32,M,1:59:59,4:46:55
45,M,1:58:41,4:44:52
65,W,2:02:18,4:54:47
42,M,1:51:09,4:09:17
51,M,1:52:44,4:06:55
37,M,1:57:43,4:51:11
51,M,1:56:43,4:27:06
29,W,1:58:07,4:25:08
39,M,1:47:05,4:25:22
58,W,1:52:55,4:52:51
40,M,2:00:38,4:54:28
39,M,1:50:04,4:08:06
40,M,1:45:51,4:07:03
57,W,1:57:29,4:24:55
38,M,1:59:47,4:26:51
47,M,1:49:55,4:23:42
31,M,2:06:10,4:46:18
31,M,1:49:34,4:23:01
44,M,1:40:28,4:07:13
36,M,2:01:55,4:48:27
46,M,1:57:02,4:08:43
28,M,1:56:05,4:43:21
27,W,1:56:33,4:47:02
53,M,1:57:57,4:06:47
58,W,1:58:53,4:05:58
49,W,1:56:39,4:25:46
48,M,1:48:51,4:23:05
50,M,1:59:22,4:27:47
45,M,1:51:49,4:24:12
35,W,1:58:18,4:23:18
40,M,1:54:55,4:06:42
20,M,1:50:59,4:24:59
41,W,2:00:09,4:44:16
55,M,1:56:49,4:43:44
20,M,1:54:39,4:28:15
54,W,1:56:06,4:23:50
53,M,1:55:41,4:32:40
44,M,1:58:54,4:24:01
49,M,2:01:19,4:24:33
24,W,1:59:56,4:49:44
24,W,2:00:37,4:25:16
43,M,1:49:55,4:08:00
25,M,2:02:45,4:24:37
39,M,1:50:24,4:23:25
40,W,1:59:45,4:44:18
52,M,1:59:14,4:27:11
37,M,2:00:27,4:32:56
45,M,2:02:44,4:25:04
52,M,1:56:05,4:43:04
36,M,1:57:27,4:23:06
21,W,1:56:43,4:23:39
46,M,1:55:59,4:42:57
49,M,1:57:26,4:08:17
52,M,2:01:59,4:28:47
39,W,1:57:38,4:08:27
33,M,1:51:38,4:24:31
41,M,2:00:39,4:44:53
59,M,2:02:27,4:26:15
23,M,1:58:40,4:27:54
57,M,1:57:34,4:07:20
56,M,1:58:41,4:23:51
37,M,1:50:48,4:23:14
49,M,1:50:40,4:26:53
43,W,2:00:14,4:50:24
38,M,2:02:45,4:46:48
36,M,1:50:11,4:43:49
48,M,1:57:05,4:23:49
49,M,2:02:22,4:26:23
45,M,1:45:37,4:23:13
43,M,1:51:11,4:07:38
54,M,1:55:10,4:07:17
48,M,1:51:13,4:07:38
43,W,2:05:04,4:24:03
41,M,2:03:17,4:06:07
30,W,2:00:42,4:28:19
35,W,2:02:51,4:09:01
32,M,1:47:58,4:08:47
52,M,1:55:21,4:44:26
24,W,1:57:30,4:09:10
44,M,1:59:19,4:09:49
30,W,2:04:36,4:51:04
46,M,2:02:52,4:47:39
53,M,1:49:38,4:23:42
24,M,1:55:17,4:50:59
47,M,2:02:30,4:23:18
18,M,1:57:55,4:23:24
28,M,2:03:06,4:09:27
58,M,1:51:28,4:07:03
37,M,1:56:57,4:48:43
48,M,1:52:12,4:27:22
52,M,1:59:38,4:43:56
50,M,1:59:13,4:23:16
51,M,1:59:12,4:23:16
41,W,2:02:54,4:25:31
36,M,1:52:13,4:27:21
41,W,2:00:02,4:45:40
34,M,1:56:24,4:43:27
45,M,1:56:44,4:26:52
43,W,2:00:02,4:45:39
27,W,2:01:58,4:30:03
27,W,1:53:19,4:24:08
45,M,2:00:03,4:45:40
35,M,1:56:21,4:28:26
47,M,2:00:43,4:24:51
39,M,2:02:04,4:28:27
29,W,1:58:16,4:26:24
34,M,1:59:38,4:31:42
31,W,1:57:31,4:24:45
39,W,1:58:30,4:24:48
28,M,1:48:13,4:09:06
39,M,1:58:40,4:25:40
39,M,1:54:53,4:23:50
26,M,1:49:11,4:09:28
50,M,1:51:14,4:34:50
40,W,1:59:17,4:33:16
29,M,1:55:13,4:07:30
30,M,1:55:35,4:43:33
25,M,1:58:36,4:51:10
20,M,1:55:01,4:47:20
35,M,1:56:14,4:27:01
28,M,1:56:00,4:25:55
32,W,2:01:01,4:24:20
34,M,1:58:01,4:25:26
60,M,1:50:53,4:25:50
55,W,1:59:13,4:26:55
61,M,1:57:41,4:28:40
53,M,1:57:29,4:50:13
43,W,2:01:39,4:44:59
30,M,1:57:39,4:08:32
49,M,2:01:13,4:43:44
45,M,2:01:19,4:26:03
49,M,2:01:20,4:26:03
44,M,1:55:43,4:30:24
25,M,1:55:13,4:43:10
50,M,2:01:40,4:45:22
48,W,1:51:36,4:26:12
28,W,1:55:06,4:26:48
48,M,1:50:25,4:08:03
33,W,1:54:49,4:47:25
41,M,2:00:39,4:35:11
35,W,1:58:16,4:44:15
52,M,1:47:09,4:56:01
23,W,1:56:10,4:24:02
60,M,1:55:36,4:26:48
32,M,1:53:15,4:43:34
44,M,1:53:41,4:43:28
44,M,1:48:12,4:09:32
35,M,1:59:33,4:50:12
31,W,1:59:12,4:44:32
46,M,1:58:30,4:45:13
36,W,1:58:53,4:27:14
32,M,1:54:49,4:47:27
40,M,2:03:16,4:25:44
42,M,1:57:23,4:44:58
37,M,1:56:28,4:44:03
54,M,1:58:31,4:45:13
47,M,2:03:17,4:25:44
44,M,1:47:41,4:07:15
44,M,1:56:32,4:47:58
33,M,1:57:41,4:24:02
66,M,1:54:05,4:26:54
41,M,2:03:14,4:25:44
59,M,1:52:03,4:09:30
45,M,1:55:43,4:32:33
40,M,2:03:17,4:25:45
42,M,2:03:15,4:25:44
49,M,2:03:17,4:25:45
39,M,1:58:32,4:23:46
36,M,2:03:14,4:25:45
42,W,2:03:17,4:25:45
58,M,1:58:35,4:27:20
30,M,1:59:53,4:25:50
44,M,2:03:17,4:25:45
39,M,2:03:16,4:25:46
37,M,1:58:27,4:28:14
30,M,1:48:01,4:08:32
33,M,1:45:34,4:07:17
36,M,1:54:06,4:23:41
24,W,2:00:23,4:25:29
51,M,1:56:28,4:29:25
56,W,1:57:36,4:51:34
67,M,1:49:12,4:09:20
35,M,1:54:07,4:45:09
18,M,1:58:23,4:49:58
40,W,1:49:04,4:23:44
42,W,1:59:12,4:26:49
50,M,1:58:36,4:46:34
57,M,2:01:15,4:24:57
40,W,1:56:42,4:25:06
46,M,1:44:26,4:07:38
39,M,1:55:40,4:23:45
36,W,2:02:22,4:47:27
26,M,2:00:05,4:29:07
34,M,1:58:27,4:30:29
39,M,1:51:21,4:28:32
21,M,2:05:46,4:29:50
49,M,1:57:11,4:27:17
26,M,2:00:31,4:06:51
44,M,1:51:53,4:10:01
61,W,1:58:52,4:26:41
66,M,1:59:04,4:32:48
48,W,1:59:04,4:32:48
49,M,1:50:16,4:24:49
29,W,1:58:54,4:27:59
18,W,2:08:24,4:55:14
31,W,1:58:31,4:44:52
32,W,2:07:14,4:08:35
46,W,2:02:03,4:28:01
41,M,2:01:44,4:43:52
43,M,1:46:02,4:06:30
54,M,1:49:03,4:23:58
27,W,1:52:10,4:25:58
38,M,1:51:39,4:08:06
51,M,2:00:46,4:53:15
46,W,2:00:23,4:23:44
41,W,2:01:22,4:24:01
35,M,2:03:46,4:25:21
30,M,2:03:25,4:07:57
40,M,1:52:25,4:25:35
56,M,1:53:54,4:52:22
45,M,1:45:49,4:08:49
49,W,1:57:48,4:31:39
43,M,1:44:10,4:08:38
50,M,1:57:49,4:27:30
27,W,2:03:22,4:27:15
52,W,1:57:59,4:24:05
21,M,1:50:59,4:07:48
53,M,1:57:23,4:26:29
34,W,1:56:52,4:09:19
31,M,1:58:01,4:27:01
28,M,1:57:31,4:24:48
33,M,1:58:04,4:25:48
36,M,1:57:10,4:24:20
26,W,1:54:27,4:28:05
38,W,1:52:24,4:07:34
36,M,2:01:02,4:24:58
42,W,1:59:07,4:28:22
23,W,2:00:45,4:52:57
50,M,1:59:23,4:28:03
25,W,1:56:31,4:24:01
46,M,1:43:33,4:06:46
47,M,1:49:25,4:27:02
45,M,1:55:22,4:25:48
26,W,1:56:12,4:29:47
31,M,1:59:24,4:28:03
40,M,1:50:42,4:44:32
46,M,1:57:17,4:31:18
32,W,1:53:52,4:44:29
48,W,1:59:06,4:44:00
37,M,2:02:35,4:46:03
44,M,1:59:01,4:43:37
40,M,1:56:34,4:08:08
49,M,2:00:32,4:45:36
39,W,1:56:39,4:26:08
34,M,1:47:43,4:09:13
42,W,1:57:38,4:26:26
45,W,1:58:28,4:44:49
30,W,2:06:52,4:24:31
33,W,1:58:02,4:24:50
35,M,1:58:02,4:24:50
62,M,1:47:58,4:06:48
62,M,1:58:48,4:25:19
40,M,2:02:17,4:27:53
40,M,1:56:57,4:24:06
37,M,1:54:26,4:10:27
49,M,1:57:44,4:32:22
39,W,1:53:39,4:27:51
38,M,1:56:58,4:27:48
44,W,2:00:57,4:27:11
48,M,1:59:48,4:25:59
45,M,1:55:55,4:24:39
20,W,1:51:53,4:24:23
42,M,2:00:29,4:24:08
28,W,1:57:39,4:27:26
51,M,1:56:07,4:24:39
42,W,2:00:57,4:09:32
34,M,2:00:56,4:26:28
42,W,1:56:56,4:23:53
70,M,1:56:44,4:09:53
47,M,1:55:36,4:27:13
45,W,1:55:36,4:27:13
32,M,2:00:44,4:48:31
24,W,1:57:24,4:25:47
30,M,1:57:24,4:25:47
22,M,1:58:26,4:24:39
40,M,2:02:02,4:28:21
50,W,1:58:22,4:43:42
35,M,2:05:52,4:30:51
49,M,2:01:57,4:54:00
50,M,1:58:11,4:44:46
25,M,1:49:30,4:08:41
40,W,1:57:46,4:10:08
46,W,1:59:45,4:25:55
35,W,1:57:19,4:43:59
57,M,1:55:11,4:24:50
41,W,2:00:42,4:46:13
26,M,1:44:56,4:27:05
35,M,1:47:01,4:24:19
43,M,2:03:00,4:24:41
35,M,2:01:07,4:32:21
38,M,1:48:41,4:07:54
43,M,2:03:27,4:32:37
42,M,1:48:33,4:09:05
32,W,1:54:55,4:25:13
31,M,1:58:19,4:45:13
26,W,1:52:00,4:09:56
37,W,1:59:41,4:28:01
33,W,1:55:00,4:24:18
38,M,2:01:09,4:50:29
58,M,1:55:39,4:07:32
37,M,2:03:49,4:26:13
30,W,1:58:58,4:46:51
41,M,1:50:48,4:24:17
34,M,1:51:26,4:06:54
35,W,2:01:43,4:44:57
36,W,2:03:49,4:26:13
42,M,2:05:25,4:08:34
54,M,1:56:02,4:49:42
34,W,2:03:40,4:25:00
29,W,2:03:40,4:25:00
49,M,1:59:31,4:49:33
42,M,2:08:09,4:46:33
48,M,2:02:06,4:53:35
45,W,1:51:32,4:24:46
41,M,2:01:09,4:44:24
24,W,1:56:12,4:27:22
39,M,1:48:12,4:07:49
22,M,1:53:42,4:24:05
51,M,1:48:25,4:24:55
59,M,1:54:41,4:08:38
54,M,1:46:28,4:24:09
33,M,1:58:01,4:24:14
35,M,1:55:43,4:25:13
43,M,1:51:33,4:24:47
55,W,1:57:08,4:49:33
30,M,1:46:55,4:43:57
54,M,1:57:08,4:49:33
42,M,1:54:00,4:08:27
45,M,2:02:10,4:50:41
28,W,2:01:18,4:27:01
60,M,1:57:12,4:27:14
26,M,1:58:37,4:29:44
37,M,1:57:39,4:51:54
33,M,1:59:14,4:31:26
35,M,1:57:53,4:26:41
40,M,1:52:46,4:24:27
49,M,1:47:29,4:07:48
29,M,1:50:14,4:25:20
28,W,1:48:11,4:09:27
30,W,1:57:07,4:28:41
40,M,2:00:32,4:49:43
35,W,1:53:16,4:31:44
40,W,1:58:52,4:24:35
58,W,2:01:25,4:45:17
36,M,2:02:32,4:27:15
38,W,1:58:15,4:45:14
38,W,1:54:48,4:24:21
41,W,2:00:15,4:29:39
36,W,2:02:24,4:31:51
35,W,1:58:16,4:45:13
35,M,1:58:38,4:50:07
53,M,1:56:05,4:28:50
50,W,1:55:31,4:24:20
47,M,1:54:41,4:27:42
42,M,1:58:05,4:30:20
38,W,2:00:15,4:26:00
30,M,1:58:08,4:27:10
29,M,1:55:45,4:24:27
33,M,2:03:53,4:29:18
38,W,2:01:13,4:44:01
41,M,1:58:52,4:44:20
30,M,2:00:06,4:44:29
29,M,1:55:09,4:24:42
41,W,1:54:53,4:44:24
43,M,1:59:00,4:10:19
40,M,1:56:42,4:08:49
35,W,1:57:44,4:26:01
50,W,1:59:36,4:44:17
53,M,1:57:37,4:29:01
31,W,1:54:09,4:24:50
29,W,1:56:11,4:47:02
38,W,2:00:47,4:25:20
53,M,1:54:15,4:09:39
39,M,1:53:08,4:29:17
48,M,1:54:53,4:26:00
54,M,2:03:17,4:31:51
40,W,1:58:33,4:10:08
54,M,1:55:19,4:10:44
32,W,2:00:38,4:09:23
56,M,1:53:50,4:28:53
32,W,2:00:38,4:09:23
42,M,1:57:47,4:47:01
25,W,2:00:22,4:30:02
47,M,1:54:06,4:33:20
38,M,1:38:28,4:07:40
45,M,1:50:45,4:24:30
45,M,1:59:42,4:26:58
41,M,1:58:33,4:10:07
37,M,1:57:45,4:10:18
44,W,1:56:55,4:28:39
35,M,1:45:42,4:09:22
23,M,2:01:48,4:26:33
30,W,1:57:24,4:26:14
30,M,1:56:50,4:48:22
27,M,1:57:22,4:28:15
39,W,1:54:27,4:27:02
30,M,1:49:05,4:25:29
45,M,1:59:04,4:09:58
30,W,2:02:47,4:35:18
31,M,1:57:25,4:26:14
58,M,1:55:22,4:27:47
29,M,1:56:51,4:26:59
55,M,1:49:13,4:08:44
57,M,2:00:30,4:44:23
43,M,1:55:57,4:25:20
45,M,2:01:30,4:45:44
37,W,2:04:48,4:46:53
33,W,2:01:13,4:29:03
44,M,1:40:32,4:07:56
32,M,1:57:30,4:26:21
32,M,1:53:37,4:08:20
42,W,1:58:53,4:24:48
50,W,1:58:31,4:45:59
33,M,2:00:53,4:27:26
55,M,1:56:10,4:29:01
67,M,1:49:55,4:08:30
30,W,1:59:56,4:25:21
27,M,2:05:10,4:50:09
50,M,1:59:00,4:26:26
45,W,1:49:05,4:08:57
33,M,2:05:11,4:50:09
43,W,1:59:31,4:27:58
42,M,1:54:14,4:26:33
48,M,1:59:32,4:27:57
39,M,1:51:49,4:09:46
28,W,1:58:40,4:32:27
45,W,2:01:08,4:47:15
47,W,1:56:35,4:25:02
48,M,1:53:10,4:24:35
30,M,1:58:14,4:07:37
23,W,1:57:00,4:33:53
42,M,1:58:19,4:29:06
28,M,1:50:21,4:24:39
30,W,2:00:54,4:24:50
40,M,1:59:25,4:26:04
42,M,1:56:28,4:27:07
53,M,1:45:31,4:24:43
44,M,1:56:28,4:27:06
45,W,1:59:34,4:28:22
59,M,1:58:51,4:24:57
25,W,1:58:50,4:24:57
43,M,2:04:15,4:27:56
36,M,2:04:44,4:27:48
29,M,1:56:51,4:53:09
36,M,1:53:50,4:44:53
48,M,1:56:23,4:08:50
40,M,1:52:40,4:25:27
62,M,1:57:42,4:10:21
45,M,2:01:02,4:44:27
38,W,1:54:35,4:26:25
42,W,2:01:02,4:44:27
51,M,2:04:56,4:10:28
43,W,1:58:01,4:27:55
30,M,1:53:57,4:09:30
59,M,1:58:07,4:10:09
37,M,1:36:32,4:07:54
49,M,2:00:47,4:29:11
40,M,2:05:02,4:50:52
42,M,1:59:01,4:27:47
29,W,1:54:09,4:25:09
53,W,2:05:03,4:50:53
54,M,1:57:07,4:26:05
26,M,1:57:31,4:28:49
61,W,1:56:07,4:25:48
42,M,1:47:38,4:26:11
25,W,1:51:04,4:08:12
22,W,1:53:19,4:47:02
37,M,1:56:02,4:49:53
53,M,1:54:23,4:30:49
42,M,1:54:36,4:45:21
22,W,1:53:18,4:47:02
22,M,1:59:34,4:28:41
45,M,1:47:57,4:08:44
47,M,1:55:33,4:11:24
41,M,1:57:25,4:44:29
54,M,1:56:59,4:09:56
46,W,1:58:08,4:25:33
28,M,1:54:20,4:25:11
50,M,1:56:00,4:24:39
36,M,1:55:28,4:10:31
42,M,2:02:25,4:49:58
32,M,1:49:29,4:24:56
36,M,1:55:26,4:10:31
30,M,1:58:23,4:32:49
32,M,1:55:01,4:34:13
49,M,2:01:48,4:34:35
59,M,1:57:47,4:27:54
32,W,1:53:56,4:45:26
45,M,1:43:40,4:10:14
32,M,1:56:59,4:09:38
29,M,1:50:37,4:25:06
49,M,1:59:25,4:51:51
50,M,2:01:14,4:45:14
44,M,1:43:46,4:09:29
43,M,1:59:26,4:51:50
32,W,1:59:11,4:47:56
46,M,1:59:25,4:29:25
47,M,1:57:28,4:29:48
31,W,1:49:05,4:26:03
30,M,1:57:47,4:45:45
48,M,1:59:38,4:45:41
35,W,2:03:56,4:51:08
50,W,1:59:03,4:45:07
40,W,2:00:06,4:27:22
38,M,1:54:04,4:25:27
32,W,1:58:12,4:31:04
50,M,1:50:31,4:27:01
62,M,1:58:20,4:50:46
48,M,2:03:36,4:44:35
49,M,1:56:40,4:27:39
34,M,1:51:09,4:26:52
29,M,2:02:52,4:26:27
45,M,1:59:17,4:10:39
47,M,1:55:23,4:51:36
45,M,1:55:13,4:09:32
46,M,1:59:31,4:28:40
26,W,1:56:31,4:25:00
33,W,1:56:07,4:08:48
31,W,1:59:28,4:25:36
49,M,1:59:26,4:45:52
31,W,2:04:08,4:31:30
47,M,1:43:01,4:08:16
62,M,1:55:18,4:10:50
42,M,1:49:17,4:10:35
56,W,2:00:39,4:27:15
28,W,1:51:54,4:55:30
35,W,2:02:56,4:25:35
49,M,1:54:02,4:28:14
33,M,1:58:31,4:33:55
47,W,1:51:57,4:25:04
48,M,1:58:48,4:46:16
39,M,1:55:22,4:35:10
49,M,2:01:16,4:26:30
71,M,1:58:03,4:26:11
44,M,2:00:31,4:50:25
45,M,1:58:42,4:25:33
49,M,2:01:16,4:26:31
35,M,1:57:56,4:48:23
37,W,2:01:15,4:27:35
37,W,1:56:54,4:26:00
51,M,1:55:48,4:48:46
45,M,1:54:24,4:26:14
54,M,1:56:28,4:26:35
36,M,2:04:28,4:27:45
25,W,1:57:10,4:26:19
36,W,1:51:52,4:29:13
30,M,1:49:31,4:27:03
34,M,1:50:36,4:10:21
30,M,2:04:24,4:26:56
41,M,1:58:11,4:26:03
41,M,2:00:25,4:28:23
38,M,1:58:29,4:24:58
46,M,2:00:25,4:28:23
34,M,2:00:22,4:45:37
29,M,2:01:00,4:59:58
54,M,1:45:09,4:08:11
39,M,1:53:10,4:08:46
24,M,2:01:00,4:59:59
42,M,1:59:21,4:27:20
29,M,1:58:20,4:32:14
38,M,2:01:00,4:09:33
20,M,1:59:32,4:45:58
25,M,1:57:14,4:27:54
33,M,2:00:49,4:11:25
46,W,1:55:46,4:26:32
33,M,2:04:10,4:33:20
34,M,2:01:50,4:34:55
40,M,1:57:18,4:10:21
59,W,1:54:34,4:45:29
40,M,1:57:46,4:47:41
35,W,1:57:25,4:48:35
48,M,1:52:17,4:09:42
33,M,1:55:45,4:48:01
44,M,1:50:51,4:45:28
29,W,1:59:53,4:25:25
38,W,2:02:30,4:29:23
50,M,1:57:52,4:27:27
24,W,2:06:45,4:44:57
49,M,1:57:12,4:28:08
44,W,2:01:52,4:27:50
32,M,1:57:41,4:47:10
41,M,1:58:14,4:47:18
27,M,1:57:32,4:26:19
46,W,2:01:04,4:25:40
41,M,2:07:27,4:45:13
32,W,1:57:41,4:47:10
34,M,1:43:12,4:10:39
45,M,1:57:53,4:27:31
29,M,1:57:45,4:29:59
43,M,1:41:13,4:25:02
32,M,2:03:32,4:49:58
48,M,1:56:44,4:28:05
46,M,2:01:41,4:30:20
48,M,1:53:57,4:25:35
52,M,1:49:15,4:08:51
49,M,1:54:08,4:28:21
42,M,1:56:31,5:01:25
40,M,2:02:37,4:52:30
38,W,1:59:53,4:25:26
27,W,2:00:04,4:50:41
31,W,1:55:09,4:25:57
34,W,2:02:16,4:27:04
47,M,1:53:05,4:29:11
40,W,1:59:09,4:31:33
42,M,2:03:08,4:26:33
45,W,1:57:48,4:25:22
33,M,1:54:43,4:32:52
29,W,2:00:50,4:29:52
60,M,1:56:44,4:47:50
41,M,1:53:39,4:11:46
30,W,2:00:59,4:25:09
40,W,2:05:07,4:29:49
28,M,1:58:29,4:27:02
41,M,2:00:21,4:34:34
35,M,1:58:51,4:29:53
53,M,1:56:47,4:35:20
52,M,2:09:00,4:49:31
